hour,day_of_week,is_weekend,is_peak_hour,school_open,college_open,festival,political_event,mall_opening,special_event,rain,traffic_index
3,2,0,0,1,1,0,0,0,0,1,64
4,2,0,0,1,1,0,0,0,0,1,65
5,2,0,0,1,1,0,0,0,0,1,67
6,2,0,0,1,1,0,0,0,0,2,104
7,2,0,0,1,1,0,0,0,0,0,72
8,2,0,1,1,1,0,0,0,0,1,124
9,2,0,1,1,1,0,0,0,0,0,98
10,2,0,1,1,1,0,0,0,0,1,109
11,2,0,0,1,1,0,0,0,0,1,86
12,2,0,0,1,1,0,0,0,0,1,98
13,2,0,0,1,1,0,0,0,0,0,71
14,2,0,0,1,1,0,0,0,0,0,73
15,2,0,0,1,1,0,0,0,0,0,62
16,2,0,0,1,1,0,0,0,0,2,129
17,2,0,1,1,1,0,0,0,0,2,182
18,2,0,1,1,1,0,0,0,0,0,120
19,2,0,1,1,1,0,0,0,0,0,119
20,2,0,0,1,1,0,0,0,0,0,126
21,2,0,0,1,1,0,0,0,0,1,73
22,2,0,0,1,1,0,0,0,0,1,71
23,2,0,0,1,1,0,0,0,0,0,47
0,3,0,0,1,1,0,0,0,0,0,37
1,3,0,0,1,1,0,0,0,0,1,66
2,3,0,0,1,1,0,0,0,0,1,67
3,3,0,0,1,1,0,0,0,0,0,41
4,3,0,0,1,1,0,0,0,0,0,46
5,3,0,0,1,1,0,0,0,0,0,43
6,3,0,0,1,1,0,0,0,0,0,45
7,3,0,0,1,1,0,0,0,0,0,77
8,3,0,1,1,1,0,0,0,0,0,97
9,3,0,1,1,1,0,0,0,0,1,131
10,3,0,1,1,1,0,0,0,0,0,102
11,3,0,0,1,1,0,0,0,0,1,86
12,3,0,0,1,1,0,0,0,0,0,71
13,3,0,0,1,1,0,0,0,0,0,82
14,3,0,0,1,1,0,0,0,0,0,69
15,3,0,0,1,1,0,0,0,0,0,57
16,3,0,0,1,1,0,0,0,0,1,108
17,3,0,1,1,1,0,0,0,0,2,178
18,3,0,1,1,1,0,0,0,0,0,127
19,3,0,1,1,1,0,0,0,0,0,127
20,3,0,0,1,1,0,0,0,0,1,188
21,3,0,0,1,1,0,0,0,0,0,42
22,3,0,0,1,1,0,0,0,0,0,45
23,3,0,0,1,1,0,0,0,0,1,68
0,4,0,0,1,1,0,0,0,0,0,38
1,4,0,0,1,1,0,0,0,0,0,43
2,4,0,0,1,1,0,0,0,0,0,40
3,4,0,0,1,1,0,0,0,0,1,65
4,4,0,0,1,1,0,0,0,0,0,37
5,4,0,0,1,1,0,0,0,0,0,44
6,4,0,0,1,1,0,0,0,0,1,73
7,4,0,0,1,1,0,0,0,0,0,85
8,4,0,1,1,1,0,0,0,0,1,143
9,4,0,1,1,1,0,0,0,0,0,103
10,4,0,1,1,1,0,0,0,0,2,183
11,4,0,0,1,1,0,0,0,0,0,77
12,4,0,0,1,1,0,0,0,0,0,73
13,4,0,0,1,1,0,0,0,0,0,69
14,4,0,0,1,1,0,0,0,0,0,71
15,4,0,0,1,1,0,0,0,0,1,88
16,4,0,0,1,1,0,0,0,0,2,120
17,4,0,1,1,1,0,0,0,0,0,120
18,4,0,1,1,1,0,0,0,0,0,122
19,4,0,1,1,1,0,0,0,0,1,147
20,4,0,0,1,1,0,0,0,0,1,147
21,4,0,0,1,1,0,0,0,0,0,64
22,4,0,0,1,1,0,0,0,0,0,43
23,4,0,0,1,1,0,0,0,0,0,83
0,5,1,0,0,1,0,0,0,0,0,16
1,5,1,0,0,1,0,0,0,0,0,53
2,5,1,0,0,1,0,0,0,0,0,17
3,5,1,0,0,1,0,0,0,0,0,17
4,5,1,0,0,1,0,0,0,0,1,40
5,5,1,0,0,1,0,0,0,0,0,21
6,5,1,0,0,1,0,0,0,0,0,34
7,5,1,0,0,1,0,0,0,0,0,36
8,5,1,1,0,1,0,0,0,0,0,83
9,5,1,1,0,1,0,0,0,0,0,59
10,5,1,1,0,1,0,0,0,0,0,67
11,5,1,0,0,1,0,0,0,0,0,43
12,5,1,0,0,1,0,0,0,0,0,42
13,5,1,0,0,1,0,0,0,0,0,46
14,5,1,0,0,1,0,0,0,0,0,66
15,5,1,0,0,1,0,0,0,0,1,80
16,5,1,0,0,1,0,0,0,0,0,75
17,5,1,1,0,1,0,0,0,0,1,142
18,5,1,1,0,1,0,0,0,0,0,94
19,5,1,1,0,1,0,0,0,0,0,102
20,5,1,0,0,1,0,0,0,0,0,98
21,5,1,0,0,1,0,0,0,0,0,110
22,5,1,0,0,1,0,0,0,0,1,45
23,5,1,0,0,1,0,0,0,0,1,43
0,6,1,0,0,1,0,0,0,0,1,38
1,6,1,0,0,1,0,0,0,0,0,17
2,6,1,0,0,1,0,0,0,0,0,17
3,6,1,0,0,1,0,0,0,0,0,35
4,6,1,0,0,1,0,0,0,0,0,24
5,6,1,0,0,1,0,0,0,0,0,18
6,6,1,0,0,1,0,0,0,0,0,22
7,6,1,0,0,1,0,0,0,0,0,40
8,6,1,1,0,1,0,0,0,0,0,59
9,6,1,1,0,1,0,0,0,0,1,84
10,6,1,1,0,1,0,0,0,0,2,140
11,6,1,0,0,1,0,0,0,0,2,99
12,6,1,0,0,1,0,0,0,0,0,46
13,6,1,0,0,1,0,0,0,0,0,49
14,6,1,0,0,1,0,0,0,0,0,45
15,6,1,0,0,1,0,0,0,0,1,59
16,6,1,0,0,1,0,0,0,0,0,38
17,6,1,1,0,1,0,0,0,0,0,95
18,6,1,1,0,1,0,0,0,0,1,123
19,6,1,1,0,1,0,0,0,0,0,115
20,6,1,0,0,1,0,0,0,0,0,94
21,6,1,0,0,1,0,0,0,0,0,20
22,6,1,0,0,1,0,0,0,0,0,22
23,6,1,0,0,1,0,0,0,0,0,40
0,0,0,0,1,1,0,0,0,0,0,45
1,0,0,0,1,1,0,0,0,0,0,57
2,0,0,0,1,1,0,0,0,0,0,37
3,0,0,0,1,1,0,0,0,0,1,72
4,0,0,0,1,1,0,0,0,0,0,42
5,0,0,0,1,1,0,0,0,0,0,41
6,0,0,0,1,1,0,0,0,0,0,42
7,0,0,0,1,1,0,0,0,0,2,135
8,0,0,1,1,1,0,0,0,0,0,122
9,0,0,1,1,1,0,0,0,0,0,122
10,0,0,1,1,1,0,0,0,0,1,107
11,0,0,0,1,1,0,0,0,0,1,82
12,0,0,0,1,1,0,0,0,0,0,68
13,0,0,0,1,1,0,0,0,0,1,97
14,0,0,0,1,1,0,0,0,0,0,76
15,0,0,0,1,1,0,0,0,0,0,80
16,0,0,0,1,1,0,0,0,0,0,103
17,0,0,1,1,1,0,0,0,0,0,128
18,0,0,1,1,1,0,0,0,0,1,154
19,0,0,1,1,1,0,0,0,0,0,121
20,0,0,0,1,1,0,0,0,0,0,121
21,0,0,0,1,1,0,0,0,0,1,68
22,0,0,0,1,1,0,0,0,0,1,70
23,0,0,0,1,1,0,0,0,0,0,50
0,1,0,0,1,1,0,0,0,0,0,37
1,1,0,0,1,1,0,0,0,0,0,37
2,1,0,0,1,1,0,0,0,0,1,66
3,1,0,0,1,1,0,0,0,0,0,78
4,1,0,0,1,1,0,0,0,0,2,100
5,1,0,0,1,1,0,0,0,0,0,48
6,1,0,0,1,1,0,0,0,0,0,49
7,1,0,0,1,1,0,0,0,0,0,78
8,1,0,1,1,1,0,1,0,1,0,330
9,1,0,1,1,1,0,0,0,0,0,117
10,1,0,1,1,1,0,0,0,0,2,146
11,1,0,0,1,1,0,0,0,0,0,98
12,1,0,0,1,1,0,0,0,0,0,73
13,1,0,0,1,1,0,0,0,0,1,98
14,1,0,0,1,1,0,0,0,0,0,93
15,1,0,0,1,1,0,0,0,0,1,92
16,1,0,0,1,1,0,0,0,0,0,151
17,1,0,1,1,1,0,0,0,0,0,122
18,1,0,1,1,1,0,0,0,0,0,160
19,1,0,1,1,1,0,0,0,0,0,128
20,1,0,0,1,1,0,0,0,0,2,189
21,1,0,0,1,1,0,0,0,0,0,47
22,1,0,0,1,1,0,0,0,0,0,48
23,1,0,0,1,1,0,0,0,0,0,82
0,2,0,0,1,1,0,0,0,0,0,42
1,2,0,0,1,1,0,0,0,0,1,63
2,2,0,0,1,1,0,0,0,0,0,40
3,2,0,0,1,1,0,0,0,0,0,37
4,2,0,0,1,1,0,0,0,0,2,100
5,2,0,0,1,1,0,0,0,0,0,39
6,2,0,0,1,1,0,0,0,0,2,123
7,2,0,0,1,1,0,0,0,0,0,74
8,2,0,1,1,1,0,0,0,0,0,103
9,2,0,1,1,1,0,0,0,0,0,101
10,2,0,1,1,1,0,0,0,0,1,111
11,2,0,0,1,1,0,0,0,0,2,121
12,2,0,0,1,1,0,0,0,0,0,75
13,2,0,0,1,1,0,0,0,0,0,71
14,2,0,0,1,1,0,0,0,0,0,88
15,2,0,0,1,1,0,0,0,0,0,62
16,2,0,0,1,1,0,0,0,0,0,62
17,2,0,1,1,1,0,0,0,0,2,180
18,2,0,1,1,1,0,0,0,0,0,120
19,2,0,1,1,1,0,0,0,0,0,131
20,2,0,0,1,1,0,0,0,0,0,143
21,2,0,0,1,1,0,0,0,0,0,52
22,2,0,0,1,1,0,0,0,0,0,47
23,2,0,0,1,1,0,0,0,0,0,46
0,3,0,0,1,1,0,0,0,0,1,65
1,3,0,0,1,1,0,0,0,0,0,79
2,3,0,0,1,1,0,0,0,0,0,43
3,3,0,0,1,1,0,0,0,0,0,44
4,3,0,0,1,1,0,0,0,0,1,66
5,3,0,0,1,1,0,0,0,0,1,64
6,3,0,0,1,1,0,0,0,0,0,38
7,3,0,0,1,1,0,0,0,0,1,98
8,3,0,1,1,1,0,0,0,0,0,108
9,3,0,1,1,1,0,0,0,0,0,100
10,3,0,1,1,1,0,0,0,0,0,90
11,3,0,0,1,1,0,0,0,0,0,60
12,3,0,0,1,1,0,0,0,0,0,110
13,3,0,0,1,1,0,0,0,0,2,130
14,3,0,0,1,1,0,0,0,0,1,116
15,3,0,0,1,1,0,0,0,0,0,69
16,3,0,0,1,1,0,0,0,0,0,101
17,3,0,1,1,1,0,0,0,0,0,119
18,3,0,1,1,1,0,0,0,0,0,126
19,3,0,1,1,1,0,0,0,0,0,118
20,3,0,0,1,1,0,0,0,0,0,117
21,3,0,0,1,1,0,0,0,0,0,45
22,3,0,0,1,1,0,0,0,0,1,67
23,3,0,0,1,1,0,0,0,0,0,132
0,4,0,0,1,1,0,0,0,0,0,38
1,4,0,0,1,1,0,0,0,0,1,62
2,4,0,0,1,1,0,0,0,0,0,42
3,4,0,0,1,1,0,0,0,0,0,38
4,4,0,0,1,1,0,0,0,0,0,44
5,4,0,0,1,1,0,0,0,0,0,41
6,4,0,0,1,1,0,0,0,0,1,67
7,4,0,0,1,1,0,0,0,0,0,72
8,4,0,1,1,1,0,0,0,0,0,140
9,4,0,1,1,1,0,0,0,0,1,133
10,4,0,1,1,1,0,0,0,0,1,153
11,4,0,0,1,1,0,0,0,0,1,88
12,4,0,0,1,1,0,0,0,0,0,67
13,4,0,0,1,1,0,0,0,0,0,72
14,4,0,0,1,1,0,0,0,0,2,129
15,4,0,0,1,1,0,0,0,0,1,84
16,4,0,0,1,1,0,0,0,0,0,67
17,4,0,1,1,1,0,0,0,0,0,120
18,4,0,1,1,1,0,0,0,0,0,117
19,4,0,1,1,1,0,0,0,0,2,200
20,4,0,0,1,1,0,0,0,0,0,124
21,4,0,0,1,1,0,0,0,0,0,48
22,4,0,0,1,1,0,0,0,0,0,44
23,4,0,0,1,1,0,0,0,0,0,46
0,5,1,0,0,1,0,0,0,0,1,39
1,5,1,0,0,1,0,0,0,0,0,18
2,5,1,0,0,1,0,0,0,0,1,41
3,5,1,0,0,1,0,0,0,0,2,95
4,5,1,0,0,1,0,0,0,0,0,24
5,5,1,0,0,1,0,0,0,0,0,22
6,5,1,0,0,1,0,0,0,0,0,13
7,5,1,0,0,1,0,0,0,0,1,61
8,5,1,1,0,1,0,0,0,0,0,68
9,5,1,1,0,1,0,0,0,0,0,61
10,5,1,1,0,1,0,0,0,0,1,86
11,5,1,0,0,1,0,0,0,0,0,36
12,5,1,0,0,1,1,0,0,0,2,227
13,5,1,0,0,1,0,0,0,0,0,55
14,5,1,0,0,1,0,0,0,0,0,46
15,5,1,0,0,1,0,0,0,0,0,36
16,5,1,0,0,1,0,0,0,0,1,58
17,5,1,1,0,1,0,0,0,0,0,96
18,5,1,1,0,1,0,0,0,0,1,140
19,5,1,1,0,1,0,0,0,0,2,178
20,5,1,0,0,1,0,0,0,0,0,97
21,5,1,0,0,1,0,0,0,0,2,82
22,5,1,0,0,1,0,0,0,0,0,18
23,5,1,0,0,1,0,0,0,0,0,28
0,6,1,0,0,1,0,0,0,0,0,16
1,6,1,0,0,1,0,0,0,0,1,43
2,6,1,0,0,1,0,0,0,0,0,17
3,6,1,0,0,1,0,0,0,0,0,20
4,6,1,0,0,1,0,0,0,0,0,13
5,6,1,0,0,1,0,0,0,0,0,25
6,6,1,0,0,1,0,0,0,0,0,18
7,6,1,0,0,1,0,0,0,0,1,68
8,6,1,1,0,1,0,0,0,0,1,84
9,6,1,1,0,1,0,0,0,0,0,61
10,6,1,1,0,1,0,0,0,0,2,125
11,6,1,0,0,1,0,0,0,0,0,36
12,6,1,0,0,1,0,0,0,0,2,118
13,6,1,0,0,1,0,0,0,0,0,50
14,6,1,0,0,1,0,0,0,0,0,42
15,6,1,0,0,1,0,0,0,0,0,38
16,6,1,0,0,1,0,0,0,0,1,57
17,6,1,1,0,1,0,0,0,0,0,92
18,6,1,1,0,1,0,0,0,0,0,98
19,6,1,1,0,1,0,0,0,0,0,100
20,6,1,0,0,1,0,0,0,0,0,97
21,6,1,0,0,1,0,0,0,0,0,22
22,6,1,0,0,1,0,0,0,0,1,46
23,6,1,0,0,1,0,0,0,0,1,42
0,0,0,0,1,1,0,0,0,0,0,41
1,0,0,0,1,1,0,0,0,0,1,70
2,0,0,0,1,1,0,0,0,0,0,51
3,0,0,0,1,1,0,0,0,0,1,66
4,0,0,0,1,1,0,0,0,0,1,102
5,0,0,0,1,1,0,0,0,0,0,43
6,0,0,0,1,1,0,0,0,0,1,87
7,0,0,0,1,1,0,0,0,0,0,78
8,0,0,1,1,1,0,0,0,0,0,104
9,0,0,1,1,1,0,0,0,0,1,125
10,0,0,1,1,1,0,0,0,0,0,85
11,0,0,0,1,1,0,0,0,0,0,60
12,0,0,0,1,1,0,0,0,0,0,74
13,0,0,0,1,1,0,0,0,0,1,93
14,0,0,0,1,1,0,0,0,0,0,82
15,0,0,0,1,1,0,0,0,0,0,61
16,0,0,0,1,1,0,0,0,0,1,97
17,0,0,1,1,1,0,0,0,0,1,145
18,0,0,1,1,1,0,0,0,0,0,121
19,0,0,1,1,1,0,0,0,0,0,117
20,0,0,0,1,1,0,0,0,0,0,122
21,0,0,0,1,1,0,0,0,0,0,42
22,0,0,0,1,1,0,0,0,0,0,52
23,0,0,0,1,1,0,0,0,0,1,73
0,1,0,0,1,1,0,0,0,0,0,42
1,1,0,0,1,1,0,0,0,0,0,50
2,1,0,0,1,1,0,0,0,0,0,39
3,1,0,0,1,1,0,0,0,0,1,105
4,1,0,0,1,1,0,0,0,0,0,127
5,1,0,0,1,1,0,0,0,0,2,97
6,1,0,0,1,1,0,0,0,0,0,40
7,1,0,0,1,1,0,0,0,0,0,74
8,1,0,1,1,1,0,0,0,0,0,109
9,1,0,1,1,1,0,0,0,0,0,103
10,1,0,1,1,1,0,0,0,0,0,91
11,1,0,0,1,1,0,0,0,0,0,68
12,1,0,0,1,1,0,0,0,0,0,67
13,1,0,0,1,1,0,0,0,0,1,104
14,1,0,0,1,1,0,0,0,0,0,77
15,1,0,0,1,1,0,0,0,0,1,88
16,1,0,0,1,1,0,0,0,0,0,77
17,1,0,1,1,1,0,0,0,0,0,123
18,1,0,1,1,1,0,0,0,0,0,122
19,1,0,1,1,1,0,0,0,0,0,117
20,1,0,0,1,1,0,0,0,0,0,123
21,1,0,0,1,1,0,0,0,0,0,48
22,1,0,0,1,1,0,0,0,0,0,84
23,1,0,0,1,1,0,0,0,0,0,46
0,2,0,0,1,1,0,0,0,0,0,45
1,2,0,0,1,1,0,0,0,0,2,103
2,2,0,0,1,1,0,0,0,0,1,67
3,2,0,0,1,1,0,0,0,0,1,85
4,2,0,0,1,1,0,0,0,0,1,84
5,2,0,0,1,1,0,0,0,0,0,39
6,2,0,0,1,1,0,0,0,0,0,42
7,2,0,0,1,1,0,0,0,0,2,133
8,2,0,1,1,1,0,0,0,0,0,103
9,2,0,1,1,1,0,0,0,0,0,102
10,2,0,1,1,1,0,0,0,0,0,82
11,2,0,0,1,1,0,0,0,0,0,98
12,2,0,0,1,1,0,0,0,0,0,70
13,2,0,0,1,1,0,0,0,0,1,112
14,2,0,0,1,1,0,0,0,0,0,73
15,2,0,0,1,1,0,0,0,0,0,60
16,2,0,0,1,1,0,0,0,0,2,137
17,2,0,1,1,1,0,0,0,0,0,121
18,2,0,1,1,1,0,0,0,0,0,143
19,2,0,1,1,1,0,0,0,0,0,122
20,2,0,0,1,1,0,0,0,0,1,147
21,2,0,0,1,1,0,0,0,0,2,127
22,2,0,0,1,1,0,0,0,0,0,46
23,2,0,0,1,1,0,0,0,0,1,93
0,3,0,0,1,1,0,0,0,0,0,78
1,3,0,0,1,1,0,0,0,0,2,103
2,3,0,0,1,1,0,0,0,0,1,64
3,3,0,0,1,1,0,0,0,0,1,62
4,3,0,0,1,1,0,0,0,0,0,43
5,3,0,0,1,1,0,0,0,0,2,109
6,3,0,0,1,1,0,0,0,0,1,67
7,3,0,0,1,1,0,0,0,0,0,77
8,3,0,1,1,1,0,0,0,0,1,132
9,3,0,1,1,1,0,0,0,0,0,99
10,3,0,1,1,1,0,0,0,0,1,117
11,3,0,0,1,1,0,0,0,0,0,62
12,3,0,0,1,1,0,0,0,0,1,134
13,3,0,0,1,1,0,0,0,0,0,70
14,3,0,0,1,1,0,0,0,0,0,72
15,3,0,0,1,1,0,0,0,0,0,58
16,3,0,0,1,1,0,0,0,0,0,57
17,3,0,1,1,1,0,0,0,0,0,163
18,3,0,1,1,1,0,0,0,0,0,119
19,3,0,1,1,1,0,0,0,0,0,130
20,3,0,0,1,1,0,0,0,0,0,121
21,3,0,0,1,1,0,0,0,0,0,44
22,3,0,0,1,1,0,0,0,0,1,73
23,3,0,0,1,1,0,0,0,0,0,50
0,4,0,0,1,1,0,0,0,0,2,101
1,4,0,0,1,1,0,0,0,0,1,65
2,4,0,0,1,1,0,0,0,0,0,57
3,4,0,0,1,1,0,0,0,0,0,39
4,4,0,0,1,1,0,0,0,0,1,68
5,4,0,0,1,1,0,0,0,0,0,41
6,4,0,0,1,1,0,0,0,0,0,40
7,4,0,0,1,1,0,0,0,0,0,116
8,4,0,1,1,1,0,0,0,0,1,123
9,4,0,1,1,1,0,0,0,0,0,103
10,4,0,1,1,1,0,0,0,0,0,84
11,4,0,0,1,1,0,0,0,0,2,122
12,4,0,0,1,1,0,0,0,0,1,96
13,4,0,0,1,1,0,0,0,0,0,77
14,4,0,0,1,1,0,0,0,0,0,70
15,4,0,0,1,1,0,0,0,0,1,87
16,4,0,0,1,1,0,0,0,0,0,71
17,4,0,1,1,1,0,0,0,0,0,123
18,4,0,1,1,1,0,0,0,0,0,142
19,4,0,1,1,1,0,0,0,0,2,180
20,4,0,0,1,1,0,0,0,0,0,131
21,4,0,0,1,1,0,0,0,0,1,67
22,4,0,0,1,1,0,0,0,0,1,72
23,4,0,0,1,1,0,0,0,0,0,44
0,5,1,0,0,1,0,0,0,0,0,12
1,5,1,0,0,1,0,0,0,0,0,16
2,5,1,0,0,1,0,0,0,0,0,18
3,5,1,0,0,1,0,0,0,0,0,16
4,5,1,0,0,1,0,0,0,0,1,37
5,5,1,0,0,1,0,0,0,0,0,13
6,5,1,0,0,1,0,0,0,0,1,51
7,5,1,0,0,1,0,0,0,0,0,39
8,5,1,1,0,1,0,0,0,0,0,63
9,5,1,1,0,1,0,0,0,0,0,57
10,5,1,1,0,1,0,0,0,0,0,63
11,5,1,0,0,1,0,0,0,0,1,60
12,5,1,0,0,1,0,0,0,0,0,56
13,5,1,0,0,1,0,0,0,0,0,45
14,5,1,0,0,1,0,0,0,0,0,47
15,5,1,0,0,1,0,0,0,0,0,39
16,5,1,0,0,1,0,0,0,0,0,33
17,5,1,1,0,1,0,0,0,0,0,115
18,5,1,1,0,1,0,0,0,0,2,174
19,5,1,1,0,1,0,0,0,0,0,95
20,5,1,0,0,1,0,0,0,0,1,120
21,5,1,0,0,1,0,0,0,0,0,19
22,5,1,0,0,1,0,0,0,0,0,26
23,5,1,0,0,1,0,0,0,0,0,20
0,6,1,0,0,1,0,0,0,0,0,19
1,6,1,0,0,1,0,0,0,0,0,15
2,6,1,0,0,1,0,0,0,0,0,18
3,6,1,0,0,1,0,0,0,0,0,16
4,6,1,0,0,1,0,0,0,0,0,28
5,6,1,0,0,1,0,0,0,0,0,18
6,6,1,0,0,1,0,0,0,0,2,84
7,6,1,0,0,1,0,0,0,0,0,38
8,6,1,1,0,1,0,0,0,0,0,60
9,6,1,1,0,1,0,0,0,0,0,77
10,6,1,1,0,1,0,0,0,0,0,81
11,6,1,0,0,1,0,0,0,0,0,35
12,6,1,0,0,1,0,0,0,0,0,43
13,6,1,0,0,1,0,0,0,0,0,54
14,6,1,0,0,1,0,0,0,0,0,45
15,6,1,0,0,1,0,0,0,0,0,36
16,6,1,0,0,1,0,0,0,0,0,58
17,6,1,1,0,1,0,0,0,0,0,96
18,6,1,1,0,1,0,0,0,0,0,93
19,6,1,1,0,1,0,0,0,0,0,98
20,6,1,0,0,1,0,0,0,0,1,123
21,6,1,0,0,1,0,0,0,0,0,27
22,6,1,0,0,1,0,0,0,0,0,22
23,6,1,0,0,1,0,0,0,0,0,20
0,0,0,0,1,1,0,0,0,0,2,97
1,0,0,0,1,1,0,0,0,0,0,48
2,0,0,0,1,1,0,0,0,0,0,41
3,0,0,0,1,1,0,0,0,0,0,57
4,0,0,0,1,1,0,0,0,0,0,43
5,0,0,0,1,1,0,0,0,0,0,133
6,0,0,0,1,1,0,0,0,0,0,43
7,0,0,0,1,1,0,0,0,0,1,113
8,0,0,1,1,1,0,0,0,0,0,97
9,0,0,1,1,1,0,0,0,0,1,125
10,0,0,1,1,1,0,0,0,0,2,164
11,0,0,0,1,1,0,0,0,0,0,79
12,0,0,0,1,1,0,0,0,0,0,69
13,0,0,0,1,1,0,0,0,0,0,73
14,0,0,0,1,1,0,0,0,0,0,73
15,0,0,0,1,1,0,0,0,0,0,83
16,0,0,0,1,1,0,0,0,0,2,121
17,0,0,1,1,1,0,0,0,0,1,143
18,0,0,1,1,1,0,0,0,0,0,121
19,0,0,1,1,1,0,0,0,0,0,122
20,0,0,0,1,1,0,0,0,0,1,166
21,0,0,0,1,1,0,0,0,0,2,106
22,0,0,0,1,1,0,0,0,0,1,70
23,0,0,0,1,1,0,0,0,0,0,44
0,1,0,0,1,1,0,0,0,0,0,48
1,1,0,0,1,1,0,0,0,0,0,38
2,1,0,0,1,1,0,0,0,0,0,42
3,1,0,0,1,1,0,0,0,0,0,78
4,1,0,0,1,1,0,0,0,0,0,43
5,1,0,0,1,1,0,0,0,0,0,45
6,1,0,0,1,1,0,0,0,0,0,46
7,1,0,0,1,1,0,0,0,0,0,77
8,1,0,1,1,1,0,0,0,0,0,139
9,1,0,1,1,1,0,0,0,0,0,108
10,1,0,1,1,1,0,0,0,0,0,82
11,1,0,0,1,1,0,0,0,0,0,57
12,1,0,0,1,1,0,0,0,0,1,100
13,1,0,0,1,1,0,0,0,0,0,69
14,1,0,0,1,1,0,0,0,0,0,87
15,1,0,0,1,1,0,0,0,0,0,57
16,1,0,0,1,1,0,0,0,0,2,123
17,1,0,1,1,1,0,0,0,0,0,122
18,1,0,1,1,1,0,0,0,0,0,122
19,1,0,1,1,1,0,0,0,0,0,123
20,1,0,0,1,1,0,0,0,0,0,138
21,1,0,0,1,1,0,0,0,0,0,53
22,1,0,0,1,1,0,0,0,0,0,49
23,1,0,0,1,1,0,0,0,0,2,107
0,2,0,0,1,1,0,0,0,0,0,52
1,2,0,0,1,1,0,0,0,0,1,68
2,2,0,0,1,1,0,0,0,0,1,87
3,2,0,0,1,1,0,0,0,0,0,42
4,2,0,0,1,1,0,0,0,0,2,118
5,2,0,0,1,1,0,0,0,0,0,44
6,2,0,0,1,1,0,0,0,0,0,41
7,2,0,0,1,1,0,0,0,0,0,77
8,2,0,1,1,1,0,0,0,0,0,99
9,2,0,1,1,1,0,0,0,0,0,100
10,2,0,1,1,1,0,0,0,0,0,83
11,2,0,0,1,1,0,0,0,0,0,61
12,2,0,0,1,1,0,0,0,0,0,72
13,2,0,0,1,1,0,0,0,0,0,113
14,2,0,0,1,1,0,0,0,0,0,77
15,2,0,0,1,1,0,0,0,0,0,78
16,2,0,0,1,1,0,0,0,0,0,63
17,2,0,1,1,1,0,0,0,0,1,142
18,2,0,1,1,1,0,0,0,0,0,122
19,2,0,1,1,1,0,0,0,0,1,149
20,2,0,0,1,1,0,0,0,0,0,158
21,2,0,0,1,1,0,0,0,0,0,43
22,2,0,0,1,1,0,0,0,0,0,65
23,2,0,0,1,1,0,0,0,0,0,65
0,3,0,0,1,1,0,0,0,0,0,45
1,3,0,0,1,1,0,0,0,0,1,103
2,3,0,0,1,1,0,0,0,0,0,41
3,3,0,0,1,1,0,0,0,0,1,104
4,3,0,0,1,1,0,0,0,0,1,68
5,3,0,0,1,1,0,0,0,0,1,68
6,3,0,0,1,1,0,0,0,0,2,123
7,3,0,0,1,1,0,0,0,0,0,72
8,3,0,1,1,1,0,0,0,0,0,103
9,3,0,1,1,1,0,0,0,0,0,102
10,3,0,1,1,1,0,0,0,0,0,86
11,3,0,0,1,1,0,0,0,0,0,61
12,3,0,0,1,1,0,0,0,0,1,104
13,3,0,0,1,1,0,0,0,0,0,71
14,3,0,0,1,1,0,0,0,0,0,69
15,3,0,0,1,1,0,0,0,0,0,63
16,3,0,0,1,1,0,0,0,0,0,61
17,3,0,1,1,1,0,0,0,0,0,127
18,3,0,1,1,1,0,0,0,0,1,154
19,3,0,1,1,1,0,0,0,0,0,160
20,3,0,0,1,1,0,0,0,0,0,125
21,3,0,0,1,1,0,0,0,0,0,46
22,3,0,0,1,1,0,0,0,0,0,66
23,3,0,0,1,1,0,0,0,0,0,58
0,4,0,0,1,1,0,0,1,0,0,119
1,4,0,0,1,1,0,0,0,0,0,48
2,4,0,0,1,1,0,0,0,0,0,59
3,4,0,0,1,1,0,0,0,0,0,47
4,4,0,0,1,1,0,0,0,0,0,38
5,4,0,0,1,1,0,0,0,0,0,45
6,4,0,0,1,1,0,0,0,0,0,38
7,4,0,0,1,1,0,0,0,0,0,73
8,4,0,1,1,1,0,0,0,0,2,157
9,4,0,1,1,1,0,0,0,0,0,99
10,4,0,1,1,1,0,0,0,0,0,82
11,4,0,0,1,1,0,0,0,0,0,57
12,4,0,0,1,1,0,0,0,0,0,73
13,4,0,0,1,1,0,0,0,0,0,77
14,4,0,0,1,1,0,0,0,0,0,162
15,4,0,0,1,1,0,0,0,0,2,119
16,4,0,0,1,1,0,0,0,0,0,58
17,4,0,1,1,1,0,0,0,0,0,159
18,4,0,1,1,1,0,0,0,0,0,122
19,4,0,1,1,1,0,0,0,0,0,126
20,4,0,0,1,1,0,0,0,0,0,127
21,4,0,0,1,1,0,0,0,0,0,43
22,4,0,0,1,1,0,0,0,0,1,90
23,4,0,0,1,1,0,0,0,0,0,54
0,5,1,0,0,1,0,0,0,0,0,18
1,5,1,0,0,1,0,0,0,0,2,77
2,5,1,0,0,1,0,0,0,0,0,12
3,5,1,0,0,1,0,0,0,0,2,74
4,5,1,0,0,1,0,0,0,0,0,17
5,5,1,0,0,1,0,0,0,0,1,39
6,5,1,0,0,1,0,0,0,0,0,16
